headline,date,doc_type,material_type,snippet,keywords
The Conductor Transforming Period Performance,2021-07-01,article,https://www.nytimes.com/2021/07/01/arts/music/francois-xavier-roth-les-siecles.html,"Mahler, Stravinsky, Debussy and more: François-Xavier Roth and his ensemble, Les Siècles, are pushing historically informed practice into the 20th century.","['Classical Music', 'Content Type: Personal Profile']"
There’s One Man to Blame for Bill Cosby’s Release,2021-07-01,article,https://www.nytimes.com/2021/07/01/opinion/bill-cosby-released.html,The roots of the Cosby reversal were years in the making.,"['Law and Legislation', '#MeToo Movement', 'Sex Crimes', 'Self-Incrimination', 'Fourteenth Amendment (US Constitution)']"
The Rest of the World Is Worried About America,2021-07-01,article,https://www.nytimes.com/2021/07/01/opinion/us-democracy-erosion.html,"When experts from other countries look at “the oldest democracy,” they don’t like what they see. ","['Democracy (Theory and Philosophy)', 'Voter Registration and Requirements', 'United States Politics and Government', 'Law and Legislation', 'Politics and Government', 'Independence Day (US) (July 4)', 'Elections']"
"For Surprise Medical Bills, It’s the Beginning of the End",2021-07-01,article,https://www.nytimes.com/2021/07/01/upshot/surprise-medical-bills-biden.html,"Last winter, Congress banned a much-hated practice. Now regulators have to figure out exactly how to make the law work.","['Health Insurance and Managed Care', 'Law and Legislation', 'Consumer Protection', 'Emergency Medical Treatment', 'Regulation and Deregulation of Industry', 'Hospitals', 'Prices (Fares, Fees and Rates)']"
"Bill Cosby’s Release From Prison, Explained",2021-07-01,article,https://www.nytimes.com/2021/07/01/arts/television/bill-cosby-conviction-overturned-why.html,Here is a breakdown of the legal issues surrounding a Pennsylvania Supreme Court ruling that abruptly let the disgraced entertainer out of prison.,"['Criminal Justice', 'Decisions and Verdicts', 'Immunity from Prosecution', 'Self-Incrimination', 'Sex Crimes', '#MeToo Movement', 'Supreme Courts (State)', 'Constitution (US)', 'Content Type: Service']"
Shrinking Elephants Once Called Sicily Home,2021-07-01,article,https://www.nytimes.com/2021/07/01/science/dwarf-elephants-sicily.html,"New research suggests that in as little as 40 generations, elephants could have become dwarf size on the island off Italy’s boot.","['Elephants', 'Endangered and Extinct Species', 'Paleontology', 'Evolution (Biology)', 'Genetics and Heredity', 'Fossils', 'your-feed-science', 'your-feed-animals']"
"Physically and Mentally Taxed, Olympic Hopefuls Near the Finish",2021-07-01,article,https://www.nytimes.com/2021/07/01/sports/olympics/olympics-mental-health.html,"The pandemic year disrupted athletes’ training routines, leaving many depressed, anxious and seeking help.","['Olympic Games (2020)', 'Quarantine (Life and Culture)', 'Sports Injuries', 'Anxiety and Stress', 'Track and Field', 'Swimming', 'Mental Health and Disorders', 'Depression (Mental)']"
"A Covid Epicenter Hustles Back to Life: ‘What You See, It’s Survival’",2021-07-01,article,https://www.nytimes.com/2021/07/01/nyregion/queens-ny-covid-recovery.html,The neighborhoods in Queens that reeled during the pandemic are buzzing. But recovery feels very far away.,"['Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Labor and Jobs', 'Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)', 'Unemployment', 'Evictions', 'Real Estate (Commercial)', 'Immigration and Emigration', 'Coronavirus Reopenings', 'audio-neutral-informative', 'audio-negative-tragedy']"
"In Greece, It’s Almost Normal",2021-07-01,article,https://www.nytimes.com/2021/07/01/travel/Greece-visiting-Athens-Paros.html,"In Athens and on the island of Paros, a visitor joins other international travelers in search of that idyllic European vacation they’ve been yearning for.","['Travel and Vacations', 'Coronavirus Reopenings', 'Quarantine (Life and Culture)']"
What Happens to the ‘Weed Spot’ Now That Weed Is Legal?,2021-07-01,article,https://www.nytimes.com/2021/07/01/nyregion/marijuana-legalization-smoking-nyc.html,New Yorkers on not having to sneak off to smoke marijuana.,"['Marijuana', 'Law and Legislation', 'Black People', 'Blacks']"
What to Know About the Vote Tally Fiasco,2021-07-01,article,https://www.nytimes.com/2021/07/01/nyregion/what-went-wrong-tuesday.html,A revised unofficial count of ranked-choice voting results suggested a tight race among the top three Democratic candidates for mayor.,"['Elections, Mayors', 'Absentee Voting', 'Sculpture']"
"Nissan plans a U.K. battery factory, a lift for the post-Brexit auto industry.",2021-07-01,article,https://www.nytimes.com/2021/07/01/business/nissan-battery-factory-britain.html,"The Japanese carmaker will also make a new electric vehicle in England as part of a £1 billion investment, partly supported by the government.","['Automobiles', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Great Britain Withdrawal from EU (Brexit)', 'International Trade and World Market', 'Batteries']"
"Marking Party’s Centennial, Xi Warns That China Will Not Be Bullied",2021-07-01,article,https://www.nytimes.com/2021/07/01/world/asia/xi-china-communist-party-anniversary.html,"A century after the Communist Party’s founding, China’s leader said foreign powers would “crack their heads and spill blood” if they tried to stop its rise.",[]
Indonesia announces restrictions for two major islands as the Delta variant spreads.,2021-07-01,article,https://www.nytimes.com/2021/07/01/world/asia/indonesia-lockdown.html,,"['Shutdowns (Institutional)', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']"
A New Era in College Sports,2021-07-01,article,https://www.nytimes.com/2021/07/01/podcasts/the-daily/ncaa-college-sports-student-athletes.html,"For more than a century, the N.C.A.A. banned student-athletes from earning money. That is about to change.","['College Athletics', 'Law and Legislation', 'audio-neutral-informative']"
Automania at MoMA Balances Celebration and Criticism of Cars,2021-07-01,article,https://www.nytimes.com/2021/07/01/business/automania-moma.html,"The exhibition opens on July Fourth, a holiday that has come to symbolize motorized freedom and parade-queen convertibles.","['Automobiles', 'Art', 'Museums']"
Trump Organization Is Charged With Running 15-Year Employee Tax Scheme,2021-07-01,article,https://www.nytimes.com/2021/07/01/nyregion/allen-weisselberg-charged-trump-organization.html,The company was accused of helping its executives evade taxes on compensation by hiding luxury perks and bonuses.,"['Tax Evasion', 'United States Politics and Government']"
The Mess in New York,2021-07-01,article,https://www.nytimes.com/2021/07/01/briefing/new-york-mayors-race-board-of-elections.html,We make sense of the mayoral election.,[]
‘Scenes from an Empty Church’ Review: Cloistered Filmmaking,2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/scenes-from-an-empty-church-review.html,"This film, proudly shot and set during the pandemic, stars Kevin Corrigan and Thomas Jay Ryan as priests with different perspectives.",['Movies']
‘Being a Human Person’ Review: Watching a Surrealist,2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/being-a-human-person-review.html,This documentary on the Swedish filmmaker Roy Andersson takes an unexpected turn.,"['Documentary Films and Programs', 'Content Type: Personal Profile']"
‘Some of Our Stallions’ Review: At Least They Don’t Shoot Horses,2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/some-of-our-stallions-review.html,The film poses the cause-and-effect question about toxic masculinity and unhinged behavior.,['Movies']
‘No Sudden Move’ Review: Don’t Forget the Motor City,2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/no-sudden-move-review.html,"Don Cheadle and Benicio Del Toro star in Steven Soderbergh’s new film, a Detroit-set period thriller with a lot on its mind.",['Movies']
‘Cousins’ Review: The Ties That Bind,2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/cousins-review-the-ties-that-bind.html,This sprawling drama breathes cinematic life into the 1992 novel by Patricia Grace about the diverging paths of three Maori cousins in New Zealand.,"['Maori', 'Movies', 'Women and Girls']"
‘915: Hunting Hispanics’ Review: Anatomy of an American Killing,2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/915-hunting-hispanics-review.html,"Charlie Minn’s tactical breakdown zeros in on a mass shooting at an El Paso, Texas, Walmart that killed 23 people.","['Documentary Films and Programs', 'El Paso, Tex, Shooting (2019)', 'Hispanic-Americans', 'Mass Shootings']"
"Bare Feet, Beer and Heavy Metal Bangers: Golf Chills Out and Gets Cool",2021-07-01,article,https://www.nytimes.com/2021/07/01/sports/golf/top-golf-modern-variations.html,Traditional golf is increasingly seen as old and stuck in its ways. But imaginative takes on the sport are making it more fun and attracting new players.,"['Golf', 'Bars and Nightclubs', 'Dress Codes', 'Country Clubs', 'Sporting Goods and Equipment']"
17 Are Wounded After Seized Explosives Blow Up in Los Angeles,2021-07-01,article,https://www.nytimes.com/2021/07/01/us/la-fireworks-explosion.html,"The explosion happened during what was supposed to be a controlled detonation of improvised explosives that the police had confiscated from a residential property, the authorities said.","['Fireworks', 'Explosions (Accidental)', 'Bombs and Explosives']"
Catch up: Nikole Hannah-Jones is granted tenure at U.N.C.,2021-07-01,article,https://www.nytimes.com/2021/07/01/business/catch-up-nikole-hannah-jones-is-granted-tenure-at-unc.html,,[]
Time to increase oil production? OPEC and its allies are unable to decide.,2021-07-01,article,https://www.nytimes.com/2021/07/01/business/opec-plus-meeting.html,"For more than a year, OPEC Plus has kept a tight grip on oil production, helping to lift prices by around 85 percent since November.","['Oil (Petroleum) and Gasoline', 'Production', 'Economic Conditions and Trends']"
Robinhood Looks Beyond Its Big Fine,2021-07-01,article,https://www.nytimes.com/2021/07/01/business/dealbook/robinhood-fine-ipo.html,The $70 million punishment clears the deck for the trading app’s I.P.O.,"['Antitrust Laws and Competition Issues', 'Initial Public Offerings', 'Wages and Salaries']"
Tropical Storm Elsa Weakens Before Expected Landfall in Florida,2021-07-01,article,https://www.nytimes.com/article/tropical-storm-elsa-hurricane.html,"The storm is expected to make landfall along the Gulf Coast in northern Florida on Wednesday, bringing heavy rain and gusty winds.",['Hurricane Elsa (2021)']
5 Things to Do This Weekend,2021-07-01,article,https://www.nytimes.com/2021/07/01/arts/things-to-do-this-weekend.html,Our critics and writers have selected noteworthy cultural events to experience virtually or in person in New York City.,"['Quarantine (Life and Culture)', 'Independence Day (US) (July 4)']"
The first open meeting of the F.T.C. under Lina Khan starts with political sparks.,2021-07-01,article,https://www.nytimes.com/2021/07/01/business/ftc-lina-khan.html,"Ms. Khan, the agency’s chair, opened with a statement about the importance of transparency, but the two Republican commissioners pushed back on her approach.",['United States Politics and Government']
Rescue work resumed in Surfside after concerns the whole building could fall.,2021-07-01,article,https://www.nytimes.com/2021/07/01/us/surfside-building-collapse-search-suspended.html,Crews had halted their search for survivors of the Champlain Towers South collapse out of safety concerns.,"['Surfside, Fla, Building Collapse (2021)']"
"Unveiling of Diana Statue Reunites William and Harry, Briefly",2021-07-01,article,https://www.nytimes.com/2021/07/01/world/europe/diana-statue-william-harry.html,The estranged princes put aside their differences for a ceremony at Kensington Palace in London on what would have been their mother’s 60th birthday.,"['Royal Families', 'Monuments and Memorials (Structures)']"
What to Know About the Delta Variant in California,2021-07-01,article,https://www.nytimes.com/2021/07/01/us/what-to-know-about-the-delta-variant-in-california.html,"Thursday: Los Angeles County public health officials advised wearing masks indoors, but said new restrictions were unlikely.","['Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
"Crowds for European Championship soccer games are driving infections, the W.H.O. says.",2021-07-01,article,https://www.nytimes.com/2021/07/01/world/europe/euro-2020-covid-outbreak.html,"Fans have been amassing in stadiums, pubs and bars to watch the tournament.","['Fans (Persons)', 'Soccer', 'Travel Warnings', 'Stadiums and Arenas', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
Britney Spears Takes On Her Conservatorship,2021-07-01,article,https://www.nytimes.com/2021/07/01/arts/music/popcast-britney-spears-conservatorship.html,"An exploration of how the arrangement has intersected with her work, the latest legal updates and what might come next.","['Pop and Rock Music', 'Wills and Estates', 'audio-neutral-informative']"
Why Didn’t My Friend Tell Me About Her Cancer Diagnosis?,2021-07-01,article,https://www.nytimes.com/2021/07/01/style/cancer-diagnosis-social-qs.html,A reader wonders how to be a supportive friend without transgressing privacy boundaries.,"['Customs, Etiquette and Manners', 'Content Type: Service']"
The T List: Five Things We Recommend This Week,2021-07-01,article,https://www.nytimes.com/2021/07/01/t-magazine/birkenstocks-jil-sander.html,"A book of contemporary queer photography, sculptures from Ditte Blohm — and more.","['Art', 'Sculpture', 'Fashion and Apparel', 'Shoes and Boots', 'Travel and Vacations', 'Photography', 'Global Warming']"
On the Market in New York City,2021-07-01,multimedia,https://www.nytimes.com/slideshow/2021/07/01/realestate/on-the-market-in-new-york-city.html,"This week’s properties are in Boerum Hill, Corona and Carnegie Hill.",['Real Estate and Housing (Residential)']
On the Market in the New York Region,2021-07-01,multimedia,https://www.nytimes.com/slideshow/2021/07/01/realestate/on-the-market-in-the-new-york-region.html,"This week’s properties are in Ardsley, N.Y., and Saddle River, N.J.",['Real Estate and Housing (Residential)']
Homes for Sale in New York and New Jersey,2021-07-01,article,https://www.nytimes.com/2021/07/01/realestate/housing-market-near-nyc.html,"This week’s properties are in Ardsley, N.Y., and Saddle River, N.J.",['Real Estate and Housing (Residential)']
"Homes for Sale in Brooklyn, Queens and Manhattan",2021-07-01,article,https://www.nytimes.com/2021/07/01/realestate/housing-market-nyc.html,"This week’s properties are in Boerum Hill, Corona and Carnegie Hill.",['Real Estate and Housing (Residential)']
The I.R.S. had a backlog of 35 million returns by the end of the tax season.,2021-07-01,article,https://www.nytimes.com/2021/07/01/business/irs-tax-return-backlog.html,The backlog means that millions of Americans could still be waiting for their refunds.,"['Federal Taxes (US)', 'Rebates and Refunds', 'Income Tax']"
"‘The God Committee’ Review: At a Hospital, Judgment Day",2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/the-god-committee-review.html,"In this drama starring Kelsey Grammer and Julia Stiles as cardiovascular surgeons, doctors have one hour to choose a heart transplant recipient.",['Movies']
‘The Phantom’ Review: The Death Penalty for a Doppelgänger,2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/the-phantom-review.html,"This documentary examines the circumstances of a 1983 killing in Texas, for which it contends the wrong man was convicted and executed.","['Documentary Films and Programs', 'Murders, Attempted Murders and Homicides', 'False Arrests, Convictions and Imprisonments', 'Capital Punishment']"
Krispy Kreme and Didi Chuxing were part of a blockbuster week for public listings.,2021-07-01,article,https://www.nytimes.com/2021/07/01/business/krispy-kreme-ipo.html,"Nineteen initial public offerings hit the stock market last week, making it the busiest since 2004.","['Venture Capital', 'Initial Public Offerings']"
‘Let Us In’ Review: The Eyes Have It,2021-07-01,article,https://www.nytimes.com/2021/07/01/movies/let-us-in-review.html,Disappearing teens and mysterious strangers fuel this generic blend of urban legend and science fiction.,['Movies']
Watch Live: Florida Officials Give Update as Death Toll Stands at 18,2021-07-01,multimedia,https://www.nytimes.com/video/us/100000007845394/surfside-condo-collapse-update.html,"Miami-Dade County officials hold a news conference on Thursday amid the ongoing search for survivors after the collapse of the Champlain Towers South condo complex in Surfside, Fla.","['Surfside, Fla, Building Collapse (2021)', 'Condominiums']"
We Want to Hear from Afghan War Veterans,2021-07-01,article,https://www.nytimes.com/2021/07/01/world/asia/afghanistan-war-veterans.html,"As the U.S. involvement in Afghanistan draws to a close, The New York Times is asking service members and veterans who served there to share their stories.","['United States Defense and Military Forces', 'Afghanistan War (2001- )', 'internal-essential']"
The Maps Our Brains Create,2021-07-01,article,https://www.nytimes.com/2021/07/01/books/review/brainscapes-rebecca-schwartzlose.html,"In “Brainscapes,” Rebecca Schwarzlose lays out the ways our brains let us take in information through a process of intricate “mapping.”","['Books and Literature', 'Brain', 'Senses and Sensation']"
"Safety First, ‘I Dos’ Second",2021-07-01,article,https://www.nytimes.com/2021/07/01/style/wedding-officiants-pandemic-safety-measures.html,"With the increased demand for in-person celebrations, many wedding officiants have added pandemic safety measures to their ceremony prep.","['Weddings and Engagements', 'Coronavirus Risks and Safety Concerns', 'Marriages', 'Protective Clothing and Gear']"
"The Best Movies and TV Shows Coming to Amazon, HBO, Hulu and More in July",2021-07-01,article,https://www.nytimes.com/2021/07/01/arts/television/best-movies-tv-shows-amazon-hbo-hulu.html,"Every month, streaming services add movies and TV shows to their libraries. Here are our picks for some of July’s most promising new titles.","['Television', 'Documentary Films and Programs', 'Summer (Season)']"
Scouting Groups Report Losing About 1.7 Million Members During Pandemic,2021-07-01,article,https://www.nytimes.com/2021/07/01/us/boy-girl-scouts-membership-decrease-covid.html,"The Boy Scouts have lost more than half of its members since 2019, while enrollment in the Girl Scouts dropped by 30 percent in one year, the groups estimated.","['Coronavirus (2019-nCoV)', 'Bankruptcies', 'Compensation for Damages (Law)', 'Youth', 'Sex Crimes', 'Child Abuse and Neglect', 'Suits and Litigation (Civil)', 'Men and Boys', 'Women and Girls', 'Quarantine (Life and Culture)']"
China’s Communist Party Turns 100. Cue the (State-Approved) Music.,2021-07-01,article,https://www.nytimes.com/2021/07/01/arts/china-communist-party-music-theater-dance.html,"A wave of nationalistic music, theater and dance is sweeping China, part of Beijing’s efforts to improve the party’s image and strengthen political loyalty.","['Art', 'Propaganda', 'Theater', 'Opera', 'Classical Music', 'Politics and Government', 'Dancing', 'Music']"
Supreme Court Upholds Arizona Voting Restrictions,2021-07-01,article,https://www.nytimes.com/2021/07/01/us/politics/supreme-court-arizona-voting-restrictions.html,"The decision, a test of what remains of the Voting Rights Act, suggests that challenges to many new measures making it harder to vote may not be successful.","['Decisions and Verdicts', 'Voting Rights Act (1965)', 'Voter Registration and Requirements', 'Voter Fraud (Election Fraud)', 'Minorities', 'Discrimination', 'United States Politics and Government', 'State Legislatures']"
Supreme Court Backs Donor Privacy for California Charities,2021-07-01,article,https://www.nytimes.com/2021/07/01/us/supreme-court-donor-privacy.html,The 6-to-3 decision held that a state requirement infringed on the First Amendment. The court’s liberal members suggested it could erode disclosure laws for political campaigns.,"['Decisions and Verdicts', 'Philanthropy', 'First Amendment (US Constitution)', 'Freedom of Speech and Expression', 'Campaign Finance']"
